#Source de ce jeu de données : https://coronavirus.politologue.com - Les données proposées dans ce fichier sont une compilation des données proposées par le CSSE (The Johns Hopkins University) https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6
#Les données de ce fichier sont celles qui sont produites pour générer les graphiques sur https: //coronavirus.politologue.com
#Vous pouvez utiliser ces données sans problème et une référence à https://coronavirus.politologue.com sera appréciable
Date;Pays;Infections;Deces;Guerisons;TauxDeces;TauxGuerison;TauxInfection
2020-05-23;Irlande;24582;1604;21060;6.53;85.67;7.80
2020-05-23;Israël;16712;279;14090;1.67;84.31;14.02
2020-05-23;Inde;131423;3868;54385;2.94;41.38;55.68
2020-05-23;Iraq;4272;152;2585;3.56;60.51;35.93
2020-05-23;Islande;1804;10;1791;0.55;99.28;0.17
2020-05-23;Iran;133521;7359;104072;5.51;77.94;16.54
2020-05-23;Jamaïque;550;9;200;1.64;36.36;62.00
2020-05-23;Italie;229327;32735;138840;14.27;60.54;25.18
2020-05-23;Jordanie;704;9;470;1.28;66.76;31.96
2020-05-23;Japon;16536;808;13244;4.89;80.09;15.02
2020-05-23;Kenya;1192;50;380;4.19;31.88;63.93
2020-05-23;Kirghizistan;1365;14;957;1.03;70.11;28.86
2020-05-23;Cambodge;124;0;122;0.00;98.39;1.61
2020-05-23;Comores;78;1;18;1.28;23.08;75.64
2020-05-23;Saint-Kitts-et-Nevis;15;0;15;0.00;100.00;0.00
2020-05-23;Koweït;20464;148;5747;0.72;28.08;71.19
2020-05-23;Corée du Sud;11190;266;10213;2.38;91.27;6.35
2020-05-23;Kazakhstan;7919;35;4214;0.44;53.21;46.34
2020-05-23;Laos;19;0;14;0.00;73.68;26.32
2020-05-23;Liban;1097;26;667;2.37;60.80;36.83
2020-05-23;Liechtenstein;82;1;55;1.22;67.07;31.71
2020-05-23;Sainte-Lucie;18;0;18;0.00;100.00;0.00
2020-05-23;Sri Lanka;1089;9;660;0.83;60.61;38.57
2020-05-23;Libéria;255;26;136;10.20;53.33;36.47
2020-05-23;Lituanie;1616;63;1135;3.90;70.24;25.87
2020-05-23;Lesotho;2;0;0;0.00;0.00;100.00
2020-05-23;Luxembourg;3990;109;3758;2.73;94.19;3.08
2020-05-23;Lettonie;1046;22;712;2.10;68.07;29.83
2020-05-23;Libye;75;3;39;4.00;52.00;44.00
2020-05-23;Maroc;7406;198;4638;2.67;62.62;34.70
2020-05-23;Moldavie;6994;242;3452;3.46;49.36;47.18
2020-05-23;Monaco;98;4;90;4.08;91.84;4.08
2020-05-23;Saint Martin;40;3;33;7.50;82.50;10.00
2020-05-23;Montenegro;324;9;314;2.78;96.91;0.31
2020-05-23;Madagascar;488;2;138;0.41;28.28;71.31
2020-05-23;Mali;1015;63;574;6.21;56.55;37.24
2020-05-23;Macédoine;1941;113;1411;5.82;72.69;21.48
2020-05-23;Birmanie;201;6;120;2.99;59.70;37.31
2020-05-23;Mongolie;141;0;30;0.00;21.28;78.72
2020-05-23;Martinique;197;14;91;7.11;46.19;46.70
2020-05-23;Macao;45;0;45;0.00;100.00;0.00
2020-05-23;Mauritanie;227;6;7;2.64;3.08;94.27
2020-05-23;Malte;609;6;473;0.99;77.67;21.35
2020-05-23;Maurice;332;10;322;3.01;96.99;0.00
2020-05-23;Maldives;1313;4;128;0.30;9.75;89.95
2020-05-23;Malawi;82;3;28;3.66;34.15;62.20
2020-05-23;Mexique;65856;7179;44424;10.90;67.46;21.64
2020-05-23;Mozambique;168;0;48;0.00;28.57;71.43
2020-05-23;Malaisie;7185;115;5912;1.60;82.28;16.12
2020-05-23;Nouvelle-Calédonie;18;0;18;0.00;100.00;0.00
2020-05-23;Namibie;20;0;14;0.00;70.00;30.00
2020-05-23;Nigéria;7526;221;2174;2.94;28.89;68.18
2020-05-23;Niger;943;61;775;6.47;82.18;11.35
2020-05-23;Nicaragua;279;17;199;6.09;71.33;22.58
2020-05-23;Pays-Bas;45265;5830;174;12.88;0.38;86.74
2020-05-23;Norvège;8346;235;7727;2.82;92.58;4.60
2020-05-23;Népal;584;3;70;0.51;11.99;87.50
2020-05-23;Nouvelle-Zélande;1504;21;1456;1.40;96.81;1.80
2020-05-23;Oman;7257;36;1848;0.50;25.47;74.04
2020-05-23;Panama;10577;299;6279;2.83;59.36;37.81
2020-05-23;Pérou;115754;3373;47915;2.91;41.39;55.69
2020-05-23;Polynésie Française;60;0;60;0.00;100.00;0.00
2020-05-23;Papouasie-Nouvelle-Guinée;8;0;8;0.00;100.00;0.00
2020-05-23;Philippines;13777;863;3177;6.26;23.06;70.68
2020-05-23;Pakistan;52437;1101;16653;2.10;31.76;66.14
2020-05-23;Pologne;20931;993;8977;4.74;42.89;52.37
2020-05-23;Palestine;423;3;348;0.71;82.27;17.02
2020-05-23;Paraguay;850;11;298;1.29;35.06;63.65
2020-05-23;Portugal;30471;1302;7705;4.27;25.29;70.44
2020-05-23;Qatar;42213;21;8513;0.05;20.17;79.78
2020-05-23;Réunion;452;1;411;0.22;90.93;8.85
2020-05-23;Roumanie;17857;1176;11187;6.59;62.65;30.77
2020-05-23;Serbie;11092;238;5699;2.15;51.38;46.47
2020-05-23;Russie;335882;3388;107936;1.01;32.14;66.86
2020-05-23;Rwanda;325;0;227;0.00;69.85;30.15
2020-05-23;Seychelles;11;0;11;0.00;100.00;0.00
2020-05-23;Arabie Saoudite;70161;379;41236;0.54;58.77;40.69
2020-05-23;Suède;33188;3992;4971;12.03;14.98;72.99
2020-05-23;Soudan;3628;146;424;4.02;11.69;84.29
2020-05-23;Singapour;31068;23;13882;0.07;44.68;55.24
2020-05-23;Slovénie;1468;106;1340;7.22;91.28;1.50
2020-05-23;Slovaquie;1504;28;1280;1.86;85.11;13.03
2020-05-23;Sierra Leone;621;39;241;6.28;38.81;54.91
2020-05-23;Saint-Marin;665;42;266;6.32;40.00;53.68
2020-05-23;Somalie;1594;61;204;3.83;12.80;83.38
2020-05-23;Sénégal;2976;34;1416;1.14;47.58;51.28
2020-05-23;Suriname;11;1;9;9.09;81.82;9.09
2020-05-23;Sao Tomé-et-Principe;251;8;4;3.19;1.59;95.22
2020-05-23;Soudan du sud;655;8;6;1.22;0.92;97.86
2020-05-23;El Salvador;1819;33;570;1.81;31.34;66.85
2020-05-23;Syrie;70;4;37;5.71;52.86;41.43
2020-05-23;Eswatini;238;2;119;0.84;50.00;49.16
2020-05-23;Tchad;648;60;204;9.26;31.48;59.26
2020-05-23;Togo;373;12;133;3.22;35.66;61.13
2020-05-23;Thaïlande;3040;56;2916;1.84;95.92;2.24
2020-05-23;Timor-Leste;24;0;24;0.00;100.00;0.00
2020-05-23;Tadjikistan;2738;44;1223;1.61;44.67;53.73
2020-05-23;Tunisie;1048;48;914;4.58;87.21;8.21
2020-05-23;Turquie;155686;4308;117602;2.77;75.54;21.69
2020-05-23;Trinité-et-Tobago;116;8;108;6.90;93.10;0.00
2020-05-23;Taïwan;441;7;411;1.59;93.20;5.22
2020-05-23;Tanzanie;509;21;183;4.13;35.95;59.92
2020-05-23;Ukraine;20580;605;6929;2.94;33.67;63.39
2020-05-23;Ouganda;198;0;68;0.00;34.34;65.66
2020-05-23;États-Unis;1622612;97087;361239;5.98;22.26;71.75
2020-05-23;Uruguay;764;22;616;2.88;80.63;16.49
2020-05-23;Ouzbékistan;3115;13;2532;0.42;81.28;18.30
2020-05-23;Vatican;12;0;2;0.00;16.67;83.33
2020-05-23;Venezuela;1010;10;262;0.99;25.94;73.07
2020-05-23;St-Vincent / Grenadines;18;0;14;0.00;77.78;22.22
2020-05-23;Kosovo;1025;29;782;2.83;76.29;20.88
2020-05-23;Viet Nam;325;0;267;0.00;82.15;17.85
2020-05-23;Yémen;212;39;11;18.40;5.19;76.42
2020-05-23;Mayotte;1521;19;894;1.25;58.78;39.97
2020-05-23;Afrique du Sud;21343;407;10104;1.91;47.34;50.75
2020-05-23;Zambie;920;7;336;0.76;36.52;62.72
2020-05-23;Zimbabwe;56;4;18;7.14;32.14;60.71
2020-05-23;Autres;721;15;651;2.08;90.29;7.63
2020-05-22;Autres;721;15;651;2.08;90.29;7.63
2020-05-22;Zimbabwe;51;4;18;7.84;35.29;56.86
2020-05-22;Zambie;920;7;336;0.76;36.52;62.72
2020-05-22;Afrique du Sud;20125;397;10104;1.97;50.21;47.82
2020-05-22;Mayotte;1521;19;894;1.25;58.78;39.97
2020-05-22;Yémen;209;33;11;15.79;5.26;78.95
2020-05-22;Viet Nam;324;0;267;0.00;82.41;17.59
2020-05-22;Kosovo;1004;29;772;2.89;76.89;20.22
2020-05-22;St-Vincent / Grenadines;18;0;14;0.00;77.78;22.22
2020-05-22;Venezuela;944;10;262;1.06;27.75;71.19
2020-05-22;Vatican;12;0;2;0.00;16.67;83.33
2020-05-22;Ouzbékistan;3028;13;2492;0.43;82.30;17.27
2020-05-22;Uruguay;753;20;603;2.66;80.08;17.26
2020-05-22;États-Unis;1600937;95979;350135;6.00;21.87;72.13
2020-05-22;Ouganda;175;0;68;0.00;38.86;61.14
2020-05-22;Ukraine;20148;588;6585;2.92;32.68;64.40
2020-05-22;Tanzanie;509;21;183;4.13;35.95;59.92
2020-05-22;Taïwan;441;7;408;1.59;92.52;5.90
2020-05-22;Trinité-et-Tobago;116;8;108;6.90;93.10;0.00
2020-05-22;Turquie;154500;4276;116111;2.77;75.15;22.08
2020-05-22;Tunisie;1048;47;903;4.48;86.16;9.35
2020-05-22;Tadjikistan;2551;44;1089;1.72;42.69;55.59
2020-05-22;Timor-Leste;24;0;24;0.00;100.00;0.00
2020-05-22;Thaïlande;3037;56;2910;1.84;95.82;2.34
2020-05-22;Togo;363;12;121;3.31;33.33;63.36
2020-05-22;Tchad;611;58;196;9.49;32.08;58.43
2020-05-22;Eswatini;225;2;119;0.89;52.89;46.22
2020-05-22;Syrie;59;4;37;6.78;62.71;30.51
2020-05-22;El Salvador;1725;33;570;1.91;33.04;65.04
2020-05-22;Soudan du sud;563;6;6;1.07;1.07;97.87
2020-05-22;Sao Tomé-et-Principe;251;8;4;3.19;1.59;95.22
2020-05-22;Suriname;11;1;9;9.09;81.82;9.09
2020-05-22;Sénégal;2909;33;1311;1.13;45.07;53.80
2020-05-22;Somalie;1594;61;204;3.83;12.80;83.38
2020-05-22;Saint-Marin;661;41;254;6.20;38.43;55.37
2020-05-22;Sierra Leone;606;38;230;6.27;37.95;55.78
2020-05-22;Slovaquie;1503;28;1256;1.86;83.57;14.57
2020-05-22;Slovénie;1468;106;1340;7.22;91.28;1.50
2020-05-22;Singapour;30426;23;12995;0.08;42.71;57.21
2020-05-22;Soudan;3378;137;372;4.06;11.01;84.93
2020-05-22;Suède;32809;3925;4971;11.96;15.15;72.89
2020-05-22;Arabie Saoudite;67719;364;39003;0.54;57.60;41.87
2020-05-22;Seychelles;11;0;11;0.00;100.00;0.00
2020-05-22;Rwanda;321;0;222;0.00;69.16;30.84
2020-05-22;Russie;326448;3249;99825;1.00;30.58;68.43
2020-05-22;Serbie;11024;237;5541;2.15;50.26;47.59
2020-05-22;Roumanie;17712;1166;10777;6.58;60.85;32.57
2020-05-22;Réunion;449;1;411;0.22;91.54;8.24
2020-05-22;Qatar;40481;19;7893;0.05;19.50;80.46
2020-05-22;Portugal;30200;1289;7590;4.27;25.13;70.60
2020-05-22;Paraguay;838;11;264;1.31;31.50;67.18
2020-05-22;Palestine;423;2;346;0.47;81.80;17.73
2020-05-22;Pologne;20619;982;8731;4.76;42.34;52.89
2020-05-22;Pakistan;50694;1067;15201;2.10;29.99;67.91
2020-05-22;Philippines;13597;857;3092;6.30;22.74;70.96
2020-05-22;Papouasie-Nouvelle-Guinée;8;0;8;0.00;100.00;0.00
2020-05-22;Polynésie Française;60;0;60;0.00;100.00;0.00
2020-05-22;Pérou;111698;3244;44848;2.90;40.15;56.94
2020-05-22;Panama;10267;295;6275;2.87;61.12;36.01
2020-05-22;Oman;6794;34;1821;0.50;26.80;72.70
2020-05-22;Nouvelle-Zélande;1504;21;1455;1.40;96.74;1.86
2020-05-22;Népal;516;3;70;0.58;13.57;85.85
2020-05-22;Norvège;8332;235;7727;2.82;92.74;4.44
2020-05-22;Pays-Bas;45088;5807;174;12.88;0.39;86.73
2020-05-22;Nicaragua;279;17;199;6.09;71.33;22.58
2020-05-22;Niger;937;60;764;6.40;81.54;12.06
2020-05-22;Nigéria;7261;221;2007;3.04;27.64;69.32
2020-05-22;Namibie;19;0;14;0.00;73.68;26.32
2020-05-22;Nouvelle-Calédonie;18;0;18;0.00;100.00;0.00
2020-05-22;Malaisie;7137;115;5859;1.61;82.09;16.30
2020-05-22;Mozambique;164;0;48;0.00;29.27;70.73
2020-05-22;Mexique;62527;6989;42191;11.18;67.48;21.35
2020-05-22;Malawi;82;3;28;3.66;34.15;62.20
2020-05-22;Maldives;1274;4;109;0.31;8.56;91.13
2020-05-22;Maurice;332;10;322;3.01;96.99;0.00
2020-05-22;Malte;600;6;469;1.00;78.17;20.83
2020-05-22;Mauritanie;200;6;7;3.00;3.50;93.50
2020-05-22;Macao;45;0;45;0.00;100.00;0.00
2020-05-22;Martinique;197;14;91;7.11;46.19;46.70
2020-05-22;Mongolie;141;0;28;0.00;19.86;80.14
2020-05-22;Birmanie;199;6;116;3.02;58.29;38.69
2020-05-22;Macédoine;1921;112;1387;5.83;72.20;21.97
2020-05-22;Mali;969;62;560;6.40;57.79;35.81
2020-05-22;Madagascar;448;2;135;0.45;30.13;69.42
2020-05-22;Montenegro;324;9;314;2.78;96.91;0.31
2020-05-22;Saint Martin;40;3;33;7.50;82.50;10.00
2020-05-22;Monaco;97;4;90;4.12;92.78;3.09
2020-05-22;Moldavie;6847;237;3369;3.46;49.20;47.33
2020-05-22;Maroc;7332;197;4377;2.69;59.70;37.62
2020-05-22;Libye;72;3;38;4.17;52.78;43.06
2020-05-22;Lettonie;1030;22;712;2.14;69.13;28.74
2020-05-22;Luxembourg;3981;109;3748;2.74;94.15;3.11
2020-05-22;Lesotho;2;0;0;0.00;0.00;100.00
2020-05-22;Lituanie;1604;61;1111;3.80;69.26;26.93
2020-05-22;Libéria;249;24;136;9.64;54.62;35.74
2020-05-22;Sri Lanka;1068;9;620;0.84;58.05;41.10
2020-05-22;Sainte-Lucie;18;0;18;0.00;100.00;0.00
2020-05-22;Liechtenstein;82;1;55;1.22;67.07;31.71
2020-05-22;Liban;1086;26;663;2.39;61.05;36.56
2020-05-22;Laos;19;0;14;0.00;73.68;26.32
2020-05-22;Kazakhstan;7919;35;4096;0.44;51.72;47.83
2020-05-22;Corée du Sud;11165;266;10194;2.38;91.30;6.31
2020-05-22;Koweït;19564;138;5515;0.71;28.19;71.11
2020-05-22;Saint-Kitts-et-Nevis;15;0;15;0.00;100.00;0.00
2020-05-22;Comores;78;1;18;1.28;23.08;75.64
2020-05-22;Cambodge;123;0;122;0.00;99.19;0.81
2020-05-22;Kirghizistan;1350;14;939;1.04;69.56;29.41
2020-05-22;Kenya;1161;50;380;4.31;32.73;62.96
2020-05-22;Japon;16513;796;13005;4.82;78.76;16.42
2020-05-22;Jordanie;700;9;461;1.29;65.86;32.86
2020-05-22;Italie;228658;32616;136720;14.26;59.79;25.94
2020-05-22;Jamaïque;544;9;191;1.65;35.11;63.24
2020-05-22;Iran;131652;7300;102276;5.54;77.69;16.77
2020-05-22;Islande;1803;10;1791;0.55;99.33;0.11
2020-05-22;Iraq;3964;147;2532;3.71;63.87;32.42
2020-05-22;Inde;124794;3726;51824;2.99;41.53;55.49
2020-05-22;Israël;16690;279;13915;1.67;83.37;14.96
2020-05-22;Irlande;24506;1592;21060;6.50;85.94;7.57
2020-05-22;Indonésie;20796;1326;5057;6.38;24.32;69.31
2020-05-22;Hongrie;3678;476;1587;12.94;43.15;43.91
2020-05-22;Haïti;812;25;22;3.08;2.71;94.21
2020-05-22;Croatie;2243;99;2011;4.41;89.66;5.93
2020-05-22;Honduras;3477;167;439;4.80;12.63;82.57
2020-05-22;Hong-Kong;1065;4;1029;0.38;96.62;3.00
2020-05-22;Guyana;127;10;57;7.87;44.88;47.24
2020-05-22;Guinée-Bissau;1114;6;42;0.54;3.77;95.69
2020-05-22;Guatemala;2743;51;222;1.86;8.09;90.05
2020-05-22;Grèce;2874;169;1374;5.88;47.81;46.31
2020-05-22;Guinée Équatoriale;960;11;165;1.15;17.19;81.67
2020-05-22;Guinée;3067;19;1575;0.62;51.35;48.03
2020-05-22;Guadeloupe;156;13;115;8.33;73.72;17.95
2020-05-22;Gambie;25;1;13;4.00;52.00;44.00
2020-05-22;Gibraltar;151;0;147;0.00;97.35;2.65
2020-05-22;Ghana;6486;31;1951;0.48;30.08;69.44
2020-05-22;Guyane Française;261;1;141;0.38;54.02;45.59
2020-05-22;Géorgie;723;12;495;1.66;68.46;29.88
2020-05-22;Grenade;22;0;17;0.00;77.27;22.73
2020-05-22;Royaume-Uni;255393;36475;995;14.28;0.39;85.33
2020-05-22;Gabon;1728;12;402;0.69;23.26;76.04
2020-05-22;France;182219;28289;64209;15.52;35.24;49.24
2020-05-22;Fidji;18;0;15;0.00;83.33;16.67
2020-05-22;Îles Féroé;187;0;187;0.00;100.00;0.00
2020-05-22;Finlande;6537;306;4800;4.68;73.43;21.89
2020-05-22;Éthiopie;433;5;128;1.15;29.56;69.28
2020-05-22;Espagne;234824;28628;150376;12.19;64.04;23.77
2020-05-22;Érythrée;39;0;39;0.00;100.00;0.00
2020-05-22;Sahara Occidental;6;0;6;0.00;100.00;0.00
2020-05-22;Égypte;15786;707;4374;4.48;27.71;67.81
2020-05-22;Estonie;1807;64;1508;3.54;83.45;13.00
2020-05-22;Équateur;35828;3056;3557;8.53;9.93;81.54
2020-05-22;Algérie;7918;582;4256;7.35;53.75;38.90
2020-05-22;République Dominicaine;13989;456;7572;3.26;54.13;42.61
2020-05-22;Dominique;16;0;16;0.00;100.00;0.00
2020-05-22;Danemark;11241;561;9775;4.99;86.96;8.05
2020-05-22;Djibouti;2270;10;1064;0.44;46.87;52.69
2020-05-22;Allemagne;179710;8228;159064;4.58;88.51;6.91
2020-05-22;République Tchèque;8813;312;6025;3.54;68.36;28.09
2020-05-22;Chypre;927;17;561;1.83;60.52;37.65
2020-05-22;Cap-vert;362;3;95;0.83;26.24;72.93
2020-05-22;Costa Rica;911;10;600;1.10;65.86;33.04
2020-05-22;Cuba;1916;81;1631;4.23;85.13;10.65
2020-05-22;Colombie;19131;682;4575;3.56;23.91;72.52
2020-05-22;Chine;82971;4634;78258;5.59;94.32;0.10
2020-05-22;Cameroun;4400;159;1822;3.61;41.41;54.98
2020-05-22;Chili;61857;630;25342;1.02;40.97;58.01
2020-05-22;Côte d'Ivoire;2341;29;1146;1.24;48.95;49.81
2020-05-22;Suisse;30707;1903;27900;6.20;90.86;2.94
2020-05-22;République Centrafricaine;479;0;18;0.00;3.76;96.24
2020-05-22;Congo (Brazzaville);469;16;137;3.41;29.21;67.38
2020-05-22;Rép. Dém. du Congo;1945;63;312;3.24;16.04;80.72
2020-05-22;Canada;83947;6360;42608;7.58;50.76;41.67
2020-05-22;Belize;18;2;16;11.11;88.89;0.00
2020-05-22;Bélarus;34303;190;12833;0.55;37.41;62.04
2020-05-22;Botswana;30;1;19;3.33;63.33;33.33
2020-05-22;Bhoutan;21;0;6;0.00;28.57;71.43
2020-05-22;Bahamas;97;11;44;11.34;45.36;43.30
2020-05-22;Brésil;330890;21048;135430;6.36;40.93;52.71
2020-05-22;Bolivie;5579;230;575;4.12;10.31;85.57
2020-05-22;Brunéi Darussalam;141;1;136;0.71;96.45;2.84
2020-05-22;Saint Barthélemy;6;0;6;0.00;100.00;0.00
2020-05-22;Bénin;135;3;61;2.22;45.19;52.59
2020-05-22;Burundi;42;1;20;2.38;47.62;50.00
2020-05-22;Bahreïn;8414;12;4096;0.14;48.68;51.18
2020-05-22;Burkina Faso;814;52;672;6.39;82.56;11.06
2020-05-22;Bulgarie;2372;125;769;5.27;32.42;62.31
2020-05-22;Belgique;56511;9212;15123;16.30;26.76;56.94
2020-05-22;Bangladesh;30205;432;6190;1.43;20.49;78.08
2020-05-22;Barbade;90;7;70;7.78;77.78;14.44
2020-05-22;Bosnie-Herzégovine;2372;141;1614;5.94;68.04;26.01
2020-05-22;Australie;7099;101;6485;1.42;91.35;7.23
2020-05-22;Azerbaïdjan;3855;46;2399;1.19;62.23;36.58
2020-05-22;Autriche;16436;635;15005;3.86;91.29;4.84
2020-05-22;Argentine;10649;433;3062;4.07;28.75;67.18
2020-05-22;Angola;60;3;17;5.00;28.33;66.67
2020-05-22;Arménie;5928;74;2874;1.25;48.48;50.27
2020-05-22;Albanie;981;31;777;3.16;79.20;17.64
2020-05-22;Antigua-et-Barbuda;25;3;19;12.00;76.00;12.00
2020-05-22;Afghanistan;9216;205;996;2.22;10.81;86.97
2020-05-22;Émirats Arabes Unis;27892;241;13798;0.86;49.47;49.67
2020-05-22;Andorre;762;51;652;6.69;85.56;7.74
2020-05-21;Andorre;762;51;639;6.69;83.86;9.45
2020-05-21;Émirats Arabes Unis;26898;237;12755;0.88;47.42;51.70
2020-05-21;Afghanistan;8676;193;938;2.22;10.81;86.96
2020-05-21;Antigua-et-Barbuda;25;3;19;12.00;76.00;12.00
2020-05-21;Albanie;969;31;771;3.20;79.57;17.23
2020-05-21;Arménie;5606;70;2581;1.25;46.04;52.71
2020-05-21;Angola;58;3;17;5.17;29.31;65.52
2020-05-21;Argentine;9931;416;3032;4.19;30.53;65.28
2020-05-21;Autriche;16404;633;14951;3.86;91.14;5.00
2020-05-21;Azerbaïdjan;3749;44;2340;1.17;62.42;36.41
2020-05-21;Australie;7095;101;6478;1.42;91.30;7.27
2020-05-21;Bosnie-Herzégovine;2350;140;1596;5.96;67.91;26.13
2020-05-21;Barbade;90;7;70;7.78;77.78;14.44
2020-05-21;Bangladesh;28511;408;5602;1.43;19.65;78.92
2020-05-21;Belgique;56235;9186;14988;16.34;26.65;57.01
2020-05-21;Bulgarie;2331;120;727;5.15;31.19;63.66
2020-05-21;Burkina Faso;812;52;669;6.40;82.39;11.21
2020-05-21;Bahreïn;8174;12;3873;0.15;47.38;52.47
2020-05-21;Burundi;42;1;20;2.38;47.62;50.00
2020-05-21;Bénin;135;3;61;2.22;45.19;52.59
2020-05-21;Saint Barthélemy;6;0;6;0.00;100.00;0.00
2020-05-21;Brunéi Darussalam;141;1;136;0.71;96.45;2.84
2020-05-21;Bolivie;5187;215;561;4.14;10.82;85.04
2020-05-21;Brésil;310087;20047;125960;6.46;40.62;52.91
2020-05-21;Bahamas;97;11;44;11.34;45.36;43.30
2020-05-21;Bhoutan;21;0;6;0.00;28.57;71.43
2020-05-21;Botswana;29;1;19;3.45;65.52;31.03
2020-05-21;Bélarus;33371;185;12057;0.55;36.13;63.32
2020-05-21;Belize;18;2;16;11.11;88.89;0.00
2020-05-21;Canada;82742;6267;41731;7.57;50.44;41.99
2020-05-21;Rép. Dém. du Congo;1835;61;303;3.32;16.51;80.16
2020-05-21;Congo (Brazzaville);469;16;137;3.41;29.21;67.38
2020-05-21;République Centrafricaine;436;0;18;0.00;4.13;95.87
2020-05-21;Suisse;30694;1898;27900;6.18;90.90;2.92
2020-05-21;Côte d'Ivoire;2301;29;1100;1.26;47.81;50.93
2020-05-21;Chili;57581;589;23992;1.02;41.67;57.31
2020-05-21;Cameroun;4288;156;1808;3.64;42.16;54.20
2020-05-21;Chine;82963;4634;78241;5.59;94.31;0.11
2020-05-21;Colombie;18330;652;4431;3.56;24.17;72.27
2020-05-21;Cuba;1908;80;1603;4.19;84.01;11.79
2020-05-21;Costa Rica;903;10;592;1.11;65.56;33.33
2020-05-21;Cap-vert;356;3;95;0.84;26.69;72.47
2020-05-21;Chypre;923;17;561;1.84;60.78;37.38
2020-05-21;République Tchèque;8754;306;5926;3.50;67.69;28.81
2020-05-21;Allemagne;179021;8203;158087;4.58;88.31;7.11
2020-05-21;Djibouti;2047;10;1055;0.49;51.54;47.97
2020-05-21;Danemark;11193;561;9654;5.01;86.25;8.74
2020-05-21;Dominique;16;0;16;0.00;100.00;0.00
2020-05-21;République Dominicaine;13657;448;7366;3.28;53.94;42.78
2020-05-21;Algérie;7728;575;4062;7.44;52.56;40.00
2020-05-21;Équateur;35306;2939;3557;8.32;10.07;81.60
2020-05-21;Estonie;1800;64;1488;3.56;82.67;13.78
2020-05-21;Égypte;15003;696;4217;4.64;28.11;67.25
2020-05-21;Sahara Occidental;6;0;6;0.00;100.00;0.00
2020-05-21;Érythrée;39;0;39;0.00;100.00;0.00
2020-05-21;Espagne;233037;27940;150376;11.99;64.53;23.48
2020-05-21;Éthiopie;399;5;123;1.25;30.83;67.92
2020-05-21;Finlande;6493;306;4800;4.71;73.93;21.36
2020-05-21;Îles Féroé;187;0;187;0.00;100.00;0.00
2020-05-21;Fidji;18;0;15;0.00;83.33;16.67
2020-05-21;France;181826;28215;63858;15.52;35.12;49.36
2020-05-21;Gabon;1567;12;365;0.77;23.29;75.94
2020-05-21;Royaume-Uni;252095;36124;988;14.33;0.39;85.28
2020-05-21;Grenade;22;0;17;0.00;77.27;22.73
2020-05-21;Géorgie;721;12;485;1.66;67.27;31.07
2020-05-21;Guyane Française;249;1;137;0.40;55.02;44.58
2020-05-21;Ghana;6269;31;1898;0.49;30.28;69.23
2020-05-21;Gibraltar;151;0;146;0.00;96.69;3.31
2020-05-21;Gambie;24;1;13;4.17;54.17;41.67
2020-05-21;Guadeloupe;155;13;109;8.39;70.32;21.29
2020-05-21;Guinée;3067;18;1575;0.59;51.35;48.06
2020-05-21;Guinée Équatoriale;903;10;22;1.11;2.44;96.46
2020-05-21;Grèce;2853;168;1374;5.89;48.16;45.95
2020-05-21;Guatemala;2512;48;222;1.91;8.84;89.25
2020-05-21;Guinée-Bissau;1109;6;42;0.54;3.79;95.67
2020-05-21;Guyana;127;10;57;7.87;44.88;47.24
2020-05-21;Hong-Kong;1055;4;1025;0.38;97.16;2.46
2020-05-21;Honduras;3204;156;397;4.87;12.39;82.74
2020-05-21;Croatie;2237;97;1978;4.34;88.42;7.24
2020-05-21;Haïti;734;25;21;3.41;2.86;93.73
2020-05-21;Hongrie;3641;473;1509;12.99;41.44;45.56
2020-05-21;Indonésie;20162;1278;4838;6.34;24.00;69.67
2020-05-21;Irlande;24391;1583;21060;6.49;86.34;7.17
2020-05-21;Israël;16683;279;13724;1.67;82.26;16.06
2020-05-21;Inde;118226;3584;48553;3.03;41.07;55.90
2020-05-21;Iraq;3877;140;2483;3.61;64.04;32.34
2020-05-21;Islande;1803;10;1790;0.55;99.28;0.17
2020-05-21;Iran;129341;7249;100564;5.60;77.75;16.64
2020-05-21;Jamaïque;534;9;181;1.69;33.90;64.42
2020-05-21;Italie;228006;32486;134560;14.25;59.02;26.74
2020-05-21;Jordanie;684;9;457;1.32;66.81;31.87
2020-05-21;Japon;16424;777;12672;4.73;77.16;18.11
2020-05-21;Kenya;1109;50;375;4.51;33.81;61.68
2020-05-21;Kirghizistan;1313;14;923;1.07;70.30;28.64
2020-05-21;Cambodge;123;0;122;0.00;99.19;0.81
2020-05-21;Comores;34;1;8;2.94;23.53;73.53
2020-05-21;Saint-Kitts-et-Nevis;15;0;15;0.00;100.00;0.00
2020-05-21;Koweït;18609;129;5205;0.69;27.97;71.34
2020-05-21;Corée du Sud;11142;264;10162;2.37;91.20;6.43
2020-05-21;Kazakhstan;7234;35;3843;0.48;53.12;46.39
2020-05-21;Laos;19;0;14;0.00;73.68;26.32
2020-05-21;Liban;1024;26;663;2.54;64.75;32.71
2020-05-21;Liechtenstein;82;1;55;1.22;67.07;31.71
2020-05-21;Sainte-Lucie;18;0;18;0.00;100.00;0.00
2020-05-21;Sri Lanka;1055;9;604;0.85;57.25;41.90
